customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
1269-FOYWN,False,Male,False,True,True,44,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.0,860.85
1270-XKUCC,False,Female,False,True,True,30,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.7,599.25
1271-SJBGZ,True,Male,True,False,False,12,False,True,DSL,0,0,1,1,0,1,Month-to-month,True,Electronic check,43.65,526.95
1271-UODNO,False,Male,False,False,False,39,True,True,DSL,0,0,0,1,0,0,Two year,True,Credit card (automatic),53.85,2200.7
1272-ILHFG,False,Male,False,True,True,15,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.65,332.65
1273-MTETI,True,Female,True,False,False,4,True,True,Fiber optic,0,0,1,0,0,1,Month-to-month,True,Electronic check,88.85,372.45
1282-IHQAC,False,Male,True,False,False,70,False,True,DSL,0,1,1,0,1,0,One year,True,Credit card (automatic),44.05,3011.65
1285-OKIPP,True,Male,False,False,False,1,True,False,Fiber optic,0,0,0,0,0,1,Month-to-month,False,Electronic check,79.9,79.9
1289-RKJJR,True,Male,False,False,False,28,True,False,Fiber optic,0,0,1,1,0,1,Month-to-month,False,Electronic check,91.0,2626.15
1291-CUOCY,False,Male,False,True,False,72,True,True,Fiber optic,0,1,1,1,1,1,Two year,True,Credit card (automatic),110.6,7962.2
1293-BSEUN,False,Female,False,True,True,72,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.7,1482.3
1293-HHSHJ,False,Female,False,False,False,35,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,21.1,741.0
1297-VQDRP,False,Male,True,True,True,68,True,True,Fiber optic,0,0,1,1,1,1,One year,True,Credit card (automatic),107.15,7379.8
1298-PHBTI,False,Male,False,True,True,71,True,True,Fiber optic,0,1,0,1,0,0,Two year,True,Electronic check,84.8,6152.4
1299-AURJA,False,Female,False,True,True,70,True,True,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.7,1685.9
1301-LOPVR,False,Male,False,True,True,29,False,True,DSL,1,1,1,1,0,1,One year,True,Credit card (automatic),55.35,1636.95
1302-TPUBN,False,Male,False,False,False,66,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.35,1240.8
1302-UHBDD,False,Male,True,False,False,20,True,False,Fiber optic,0,0,0,0,1,1,Month-to-month,False,Electronic check,89.95,1648.45
1303-SRDOK,False,Female,False,True,True,55,True,False,Fiber optic,0,0,0,0,0,0,Two year,True,Credit card (automatic),69.05,3842.6
1304-BCCFO,False,Male,False,True,False,9,True,False,DSL,0,0,1,0,1,1,Month-to-month,True,Mailed check,70.05,564.4
1304-NECVQ,True,Female,True,False,False,2,True,True,Fiber optic,0,0,1,0,0,0,Month-to-month,True,Electronic check,78.55,149.55
1304-SEGFY,False,Female,False,True,False,72,True,True,Fiber optic,0,0,1,0,1,1,Two year,True,Electronic check,97.85,6841.3
1306-RPWXZ,False,Female,False,False,True,49,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.45,1024.65
1307-ATKGB,False,Male,False,False,False,24,True,False,Fiber optic,0,1,1,0,0,1,Month-to-month,True,Electronic check,89.55,2187.15
1307-TVUFB,False,Male,True,False,False,42,True,True,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Bank transfer (automatic),79.35,3344.1
1309-BXVOQ,True,Male,False,True,False,21,True,True,Fiber optic,0,0,1,1,1,1,Month-to-month,True,Electronic check,106.1,2249.95
1309-XGFSN,False,Male,True,True,True,52,True,True,DSL,0,1,1,0,1,1,One year,True,Electronic check,80.85,4079.55
1310-QRITU,False,Female,False,False,False,18,True,True,DSL,0,0,0,0,0,0,Month-to-month,True,Electronic check,50.3,913.3
1314-HQHAL,True,Male,False,False,False,58,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.3,1131.5
1319-YLZJG,False,Male,False,True,False,12,True,False,Fiber optic,1,1,1,0,0,0,Month-to-month,True,Electronic check,84.6,959.9
1320-GVNHT,False,Male,False,True,True,72,True,True,Fiber optic,1,1,1,0,1,1,Two year,True,Credit card (automatic),108.4,7767.25
1320-HTRDR,True,Female,False,False,False,3,True,True,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,75.5,220.6
1320-REHCS,False,Male,True,False,False,52,True,True,Fiber optic,0,1,1,1,1,1,Month-to-month,True,Electronic check,110.75,5832.0
1322-AGOQM,True,Male,False,False,False,46,False,True,DSL,0,1,0,0,0,0,Month-to-month,False,Bank transfer (automatic),30.3,1380.1
1323-OOEPC,True,Female,False,True,False,53,True,True,Fiber optic,0,1,0,0,1,1,Month-to-month,True,Credit card (automatic),98.4,5149.5
1324-NLTJE,True,Female,True,False,False,15,True,True,DSL,0,0,0,1,0,0,Month-to-month,False,Credit card (automatic),55.0,757.1
1325-USMEC,False,Male,False,True,False,70,True,True,Fiber optic,1,1,1,0,1,0,Two year,True,Credit card (automatic),99.35,6944.5
1328-EUZHC,False,Female,False,True,False,18,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.1,370.5
1329-VHWNP,False,Female,False,False,False,7,False,True,DSL,0,0,0,0,0,0,Month-to-month,False,Bank transfer (automatic),25.05,189.95
1333-PBMXB,False,Female,False,True,True,54,True,True,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),24.75,1342.15
1334-FJSVR,True,Male,False,False,False,1,False,True,DSL,0,0,0,0,0,0,Month-to-month,True,Electronic check,24.25,24.25
1334-PDUKM,False,Female,False,True,False,68,True,True,Fiber optic,0,1,1,0,0,0,One year,False,Credit card (automatic),86.45,5762.95
1335-HQMKX,False,Female,False,True,False,72,True,True,Fiber optic,0,1,1,0,1,1,One year,True,Electronic check,101.35,7323.15
1335-MXCSE,False,Male,False,True,True,55,True,False,DSL,0,0,1,1,0,0,Two year,True,Credit card (automatic),55.25,3119.9
1335-NTIUC,False,Male,False,False,False,9,False,True,DSL,0,0,0,0,0,0,Month-to-month,True,Electronic check,24.95,190.25
1336-EZFZY,False,Female,False,False,False,4,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,83.3
1337-BOZWO,False,Male,False,True,True,18,False,True,DSL,0,1,1,0,1,0,One year,False,Credit card (automatic),46.4,812.4
1338-CECEE,False,Male,False,True,True,41,True,True,DSL,0,1,1,0,1,0,One year,False,Bank transfer (automatic),68.5,2839.95
1342-JPNKI,True,Male,False,False,False,10,True,True,Fiber optic,0,0,0,0,1,0,Month-to-month,True,Bank transfer (automatic),86.05,834.1
1343-EHPYB,True,Male,False,True,False,63,True,True,Fiber optic,0,1,1,0,1,1,Month-to-month,True,Electronic check,103.4,6603.0
1345-GKDZZ,False,Male,False,False,True,6,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.55,128.6
1345-ZUKID,False,Male,False,False,False,14,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.35,324.8
1346-PJWTK,False,Male,False,True,False,61,True,False,Fiber optic,0,1,1,1,0,1,Month-to-month,False,Credit card (automatic),94.15,5731.85
1346-UFHAX,False,Female,False,False,False,13,True,True,Fiber optic,1,0,0,0,0,0,Month-to-month,True,Credit card (automatic),80.0,1029.35
1347-KTTTA,False,Male,False,True,False,64,True,False,Fiber optic,0,1,1,1,1,1,One year,True,Credit card (automatic),102.45,6654.1
1349-WXNGG,True,Male,False,False,False,1,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.05,20.05
1352-HNSAW,False,Female,False,True,True,72,True,True,Fiber optic,1,1,1,1,1,1,Two year,True,Bank transfer (automatic),115.6,8220.4
1352-VHKAJ,False,Male,False,True,True,27,True,True,DSL,0,0,0,1,1,1,Month-to-month,False,Bank transfer (automatic),71.6,1957.1
1353-GHZOS,False,Male,False,True,False,22,True,False,DSL,1,0,0,0,1,0,One year,True,Bank transfer (automatic),59.75,1374.35
1353-LJWEM,False,Male,False,False,False,11,True,False,DSL,0,1,1,1,0,0,Month-to-month,True,Electronic check,60.9,688.5
1354-YZFNB,False,Male,False,True,True,4,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.55,68.8
1355-KUSBG,False,Female,False,True,True,7,True,True,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,48.8,349.8
1356-MKYSK,False,Male,False,False,False,6,True,False,DSL,1,0,1,1,1,1,Month-to-month,False,Credit card (automatic),78.65,483.3
1357-BIJKI,False,Male,False,True,False,50,True,True,Fiber optic,0,1,0,0,1,1,One year,True,Electronic check,98.25,4858.7
1357-MVDOZ,False,Male,False,True,True,11,True,False,DSL,0,0,1,0,1,0,Month-to-month,True,Bank transfer (automatic),59.65,683.25
1360-JYXKQ,False,Female,True,True,False,54,True,False,Fiber optic,0,0,1,1,1,1,One year,True,Electronic check,99.1,5437.1
1360-RCYRT,False,Male,False,True,True,23,False,True,DSL,0,0,0,1,0,0,Month-to-month,True,Bank transfer (automatic),30.35,678.75
1360-XFJMR,False,Female,False,True,False,67,True,True,Fiber optic,0,1,1,1,1,1,One year,True,Credit card (automatic),109.7,7344.45
1363-TXLSL,True,Male,True,True,False,1,True,False,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,70.3,70.3
1370-AQYEM,True,Male,False,True,True,5,True,False,Fiber optic,1,0,1,0,0,1,Month-to-month,True,Mailed check,90.35,434.5
1370-GGAWX,False,Female,False,False,False,46,True,True,Fiber optic,0,1,1,0,0,1,One year,True,Electronic check,94.15,4408.45
1371-DWPAZ,False,Female,False,True,True,0,False,True,DSL,1,1,1,1,1,0,Two year,False,Credit card (automatic),56.05,
1371-OJCEK,False,Female,False,False,False,48,True,True,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.35,1133.7
1371-WEPDS,False,Male,True,True,False,40,True,False,DSL,0,0,0,0,0,1,One year,False,Electronic check,55.8,2283.3
1373-ORVIZ,True,Female,False,True,True,11,True,True,DSL,0,0,0,1,0,1,Month-to-month,True,Electronic check,66.35,740.8
1374-DMZUI,True,Female,True,False,False,4,True,True,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Electronic check,94.3,424.45
1376-HHBDV,False,Female,False,False,False,30,True,False,DSL,1,0,0,0,0,0,Month-to-month,True,Mailed check,48.8,1536.75
1379-FRVEB,False,Male,False,False,True,15,True,True,Fiber optic,0,1,0,0,1,0,Month-to-month,True,Electronic check,91.0,1430.05
1383-EZRWL,True,Female,False,False,False,7,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,164.85
1384-RCUXW,False,Male,False,False,False,16,True,True,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Mailed check,80.55,1248.9
1385-TQOZW,False,Female,False,False,False,9,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.45,147.55
1386-ZIKUV,False,Male,False,False,False,7,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,18.95,130.55
1389-CXMLU,True,Male,True,False,False,3,True,True,Fiber optic,0,0,1,0,1,0,Month-to-month,False,Electronic check,91.05,289.1
1389-WNUIB,False,Female,False,True,True,20,True,True,DSL,1,0,0,0,1,1,One year,False,Bank transfer (automatic),76.0,1588.75
1391-UBDAR,False,Male,False,False,False,11,True,False,Fiber optic,0,0,1,0,0,0,Month-to-month,False,Electronic check,72.9,818.45
1393-IMKZG,False,Female,False,False,False,1,True,False,Fiber optic,0,0,0,1,1,1,Month-to-month,True,Electronic check,95.85,95.85
1394-SUIUH,False,Female,True,True,False,44,True,False,Fiber optic,1,1,0,1,0,0,Month-to-month,True,Electronic check,85.15,3670.5
1395-OFUWC,False,Male,False,True,True,43,False,True,DSL,0,1,0,0,0,0,Month-to-month,False,Credit card (automatic),29.3,1224.05
1395-QOUWC,True,Female,False,True,True,22,True,False,DSL,0,1,0,0,1,1,One year,True,Bank transfer (automatic),69.5,1498.2
1395-WSWXR,False,Male,False,False,False,24,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.75,487.05
1396-QWFBJ,True,Female,False,True,True,21,True,False,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Bank transfer (automatic),74.05,1565.7
1397-XKKWR,False,Male,False,False,False,7,False,True,DSL,1,0,1,0,0,0,One year,False,Mailed check,35.3,264.8
1399-OUPJN,False,Female,False,True,True,57,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.75,1272.05
1399-UBQIU,False,Male,False,False,False,11,True,False,DSL,0,0,1,0,1,1,Month-to-month,True,Electronic check,69.35,712.25
1400-MMYXY,True,Male,True,True,False,3,True,True,Fiber optic,0,1,1,0,1,1,Month-to-month,True,Electronic check,105.9,334.65
1400-WIVLL,False,Male,False,True,False,57,True,True,Fiber optic,0,0,1,1,1,1,Two year,False,Electronic check,107.95,5969.85
1401-FTHFQ,False,Male,False,True,True,23,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.0,445.3
1402-PTHGN,False,Female,False,True,True,18,True,False,DSL,1,1,0,1,0,0,One year,True,Mailed check,61.5,1087.45
1403-GYAFU,False,Male,False,True,True,70,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.05,1360.25
1403-LKLIK,False,Female,False,True,True,33,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.1,579.4
1406-PUQVY,False,Male,False,False,True,1,True,False,DSL,0,1,0,0,0,0,Month-to-month,True,Electronic check,49.9,49.9
1407-DIGZV,False,Female,False,True,True,3,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.1,52.0
1409-PHXTF,False,Male,True,True,False,54,True,True,Fiber optic,0,1,1,1,1,1,Two year,True,Electronic check,110.45,6077.75
1410-RSCMR,False,Male,False,True,True,7,True,False,DSL,1,0,1,1,0,1,Month-to-month,True,Credit card (automatic),71.35,515.75
1414-YADCW,False,Male,False,True,False,70,True,False,Fiber optic,1,1,0,1,0,0,Two year,False,Bank transfer (automatic),84.6,5706.2
1415-YFWLT,True,Female,True,False,False,1,True,False,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Electronic check,89.3,89.3
1421-HCERK,False,Male,True,True,False,30,True,True,Fiber optic,1,1,1,1,1,0,Month-to-month,True,Bank transfer (automatic),105.7,3181.8
1422-DGUBX,False,Male,False,True,False,32,True,True,Fiber optic,0,0,0,1,0,0,One year,True,Electronic check,79.25,2619.15
1423-BMPBQ,False,Female,False,True,True,1,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.0,19.0
1427-GOPMO,True,Male,False,False,False,57,True,True,Fiber optic,0,0,0,0,1,0,One year,True,Electronic check,86.9,4939.25
1427-VERSM,False,Female,False,True,False,56,True,False,Fiber optic,0,0,1,1,1,1,Month-to-month,True,Electronic check,98.7,5669.5
1428-GTBJJ,True,Male,False,False,False,11,True,False,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Electronic check,74.55,824.75
1428-IEDPR,False,Male,False,False,False,52,True,True,Fiber optic,1,0,1,1,1,1,Two year,True,Electronic check,109.3,5731.4
1428-QPOOL,True,Female,False,True,True,65,True,True,DSL,1,1,0,1,1,1,Two year,True,Bank transfer (automatic),82.5,5215.1
1429-UYJSV,False,Female,False,False,False,12,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.7,260.9
1430-SFQSA,False,Male,False,False,False,29,False,True,DSL,1,0,0,1,0,0,One year,False,Mailed check,35.6,1072.6
1431-AIDJQ,False,Male,False,True,True,33,True,False,DSL,0,1,1,1,1,1,Two year,False,Credit card (automatic),82.1,2603.1
1431-CYWMH,False,Female,False,True,True,22,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.05,454.05
1432-FPAXX,True,Female,False,False,False,29,False,True,DSL,0,1,0,0,0,0,Month-to-month,True,Electronic check,30.6,856.35
1436-ZMJAN,False,Female,False,True,False,10,True,False,DSL,0,0,1,0,1,1,Month-to-month,True,Credit card (automatic),67.8,653.15
1439-LCGVL,False,Female,False,True,False,26,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.2,459.6
1442-BQPVU,False,Female,False,False,False,13,False,True,DSL,0,1,0,0,0,0,Month-to-month,False,Electronic check,29.15,357.15
1442-OKRJE,False,Male,False,True,True,66,True,False,Fiber optic,1,1,1,0,1,1,One year,True,Bank transfer (automatic),103.15,7031.3
1444-VVSGW,True,Male,False,True,False,70,True,True,Fiber optic,1,1,1,1,1,1,One year,False,Credit card (automatic),115.65,7968.85
1447-GIQMR,True,Male,False,True,False,1,True,False,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,69.15,69.15
1447-PJGGA,True,Female,False,False,False,57,True,False,Fiber optic,0,0,1,0,1,1,Two year,True,Electronic check,95.25,5464.65
1448-CYWKC,False,Female,False,True,True,58,True,True,Fiber optic,0,1,1,0,1,1,One year,True,Credit card (automatic),105.2,6225.4
1448-PWKYE,True,Male,False,True,True,1,True,False,Fiber optic,0,0,0,0,0,1,Month-to-month,False,Electronic check,80.0,80.0
1449-XQEMT,True,Male,False,False,False,3,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.8,58.15
1450-GALXR,True,Female,False,False,False,10,True,True,Fiber optic,0,0,0,1,1,1,Month-to-month,True,Electronic check,98.5,1058.25
1450-SKCVI,True,Female,False,False,False,56,True,False,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Electronic check,73.85,4092.85
1452-KIOVK,False,Male,False,False,True,22,True,True,Fiber optic,0,1,0,0,1,0,Month-to-month,True,Credit card (automatic),89.1,1949.4
1452-UZOSF,False,Male,False,True,True,72,True,True,Fiber optic,1,1,1,1,1,0,Two year,True,Credit card (automatic),106.1,7548.6
1452-VOQCH,False,Male,False,False,False,1,True,True,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,75.1,75.1
1452-XRSJV,False,Female,False,True,True,39,True,False,DSL,1,0,0,0,0,0,Month-to-month,False,Credit card (automatic),51.05,2066.0
1453-RZFON,False,Female,False,False,True,1,True,False,DSL,1,0,0,0,0,0,Month-to-month,False,Mailed check,49.9,49.9
1455-ESIQH,True,Male,False,False,False,1,True,False,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Electronic check,89.1,89.1
1455-HFBXA,False,Male,False,True,False,52,True,True,Fiber optic,1,0,1,1,0,0,Two year,True,Credit card (automatic),91.6,4627.8
1455-UGQVH,True,Male,False,True,False,10,True,True,Fiber optic,0,0,1,0,1,1,Month-to-month,True,Electronic check,98.5,1037.75
1456-TWCGB,False,Male,False,False,False,4,True,False,DSL,0,1,0,0,0,0,Month-to-month,False,Mailed check,49.25,208.45
1459-QNFQT,False,Male,False,True,True,70,False,True,DSL,1,0,1,1,1,1,Two year,False,Bank transfer (automatic),59.5,4144.8
1460-UZPRJ,False,Male,False,True,False,60,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.95,1258.15
1465-LNTLJ,False,Male,True,True,False,8,True,False,DSL,0,0,1,1,0,1,Month-to-month,True,Credit card (automatic),64.4,581.7
1465-VINDH,True,Female,False,True,True,10,True,True,Fiber optic,0,1,1,0,1,1,Month-to-month,True,Credit card (automatic),102.1,1068.85
1465-WCZVT,False,Female,False,True,True,3,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.65,60.65
1468-DEFNC,False,Male,True,True,True,64,True,True,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.4,1548.65
1469-LBJQJ,False,Female,False,True,False,66,True,True,Fiber optic,0,1,1,0,1,1,Month-to-month,True,Electronic check,105.2,6936.85
1470-PSXNM,False,Male,False,True,True,49,True,True,Fiber optic,0,1,1,0,1,0,One year,True,Electronic check,93.65,4520.15
1471-GIQKQ,False,Female,False,False,False,1,True,False,DSL,0,1,0,0,0,0,Month-to-month,False,Electronic check,49.95,49.95
1472-TNCWL,False,Male,False,False,True,36,True,False,Fiber optic,0,1,0,0,1,1,Month-to-month,True,Electronic check,94.7,3512.5
1474-JUWSM,False,Female,False,True,False,58,True,True,DSL,1,0,0,1,0,1,One year,True,Electronic check,68.4,3972.25
1475-VWVDO,False,Male,False,False,False,7,True,False,Fiber optic,0,0,1,0,0,0,Month-to-month,True,Electronic check,74.9,490.55
1478-VPOAD,False,Female,False,False,False,1,True,False,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,43.8,43.8
1480-BKXGA,False,Male,True,True,False,72,True,True,Fiber optic,1,1,1,1,1,1,Two year,True,Bank transfer (automatic),116.05,8404.9
1480-IVEVR,False,Male,True,True,False,35,True,True,Fiber optic,0,0,1,0,0,0,One year,True,Bank transfer (automatic),81.6,2815.25
1481-ZUWZA,True,Male,False,False,False,28,True,True,Fiber optic,1,1,0,0,0,1,Month-to-month,True,Credit card (automatic),94.5,2659.4
1482-OXZSY,False,Male,False,False,False,30,True,True,Fiber optic,1,0,0,0,1,1,Month-to-month,True,Bank transfer (automatic),100.4,2936.25
1485-YDHMM,False,Male,False,True,True,52,True,True,Fiber optic,0,1,0,1,0,1,Month-to-month,True,Bank transfer (automatic),93.25,4631.7
1488-PBLJN,False,Female,False,True,True,72,True,True,Fiber optic,1,1,1,1,1,1,Two year,True,Bank transfer (automatic),116.85,8477.7
1488-SYSFC,False,Male,False,True,True,31,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.65,702.05
1492-KGETH,False,Male,False,True,True,70,True,True,DSL,1,1,1,1,0,1,One year,False,Bank transfer (automatic),78.35,5445.95
1492-QGCLU,False,Male,False,True,True,53,True,True,DSL,1,0,1,1,1,1,Month-to-month,False,Electronic check,85.7,4616.1
1493-AMTIE,True,Male,False,False,False,1,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.2,20.2
1494-EJZDW,False,Female,False,True,True,10,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.15,220.8
1496-GGSUK,True,Female,True,False,False,1,False,True,DSL,0,0,0,0,0,0,Month-to-month,True,Mailed check,25.7,25.7
1498-DQNRX,False,Female,False,True,False,29,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,573.05
1498-NHTLT,False,Male,False,True,True,59,True,False,DSL,1,1,1,1,1,1,Two year,True,Electronic check,86.75,5186.0
1501-SGHBW,True,Male,False,False,False,2,True,False,DSL,0,0,0,0,0,0,Month-to-month,False,Mailed check,45.85,81.0
1502-XFCVR,True,Female,False,False,False,58,True,False,Fiber optic,1,1,1,0,1,1,One year,True,Electronic check,106.45,6145.85
1506-YJTYT,False,Male,False,True,True,45,True,True,DSL,1,1,0,1,1,0,Two year,False,Credit card (automatic),73.85,3371.0
1508-DFXCU,False,Male,False,False,False,12,True,False,Fiber optic,0,0,0,0,1,0,Month-to-month,True,Electronic check,81.45,912.0
1513-XNPPH,True,Female,False,False,False,12,True,False,Fiber optic,0,0,1,1,0,1,Month-to-month,True,Electronic check,89.4,1095.65
1518-OMDIK,False,Male,False,True,False,33,True,False,DSL,0,0,0,0,0,0,Month-to-month,True,Credit card (automatic),44.55,1462.6
1518-VOWAV,True,Female,False,False,False,9,True,False,DSL,1,1,0,0,1,1,Month-to-month,True,Electronic check,74.65,703.55
1522-VVDMG,True,Male,False,True,True,7,True,False,Fiber optic,0,1,0,1,1,0,Month-to-month,True,Electronic check,89.75,608.8
1525-LNLOJ,False,Male,False,True,True,66,True,True,DSL,0,0,1,0,1,0,Two year,True,Bank transfer (automatic),63.3,4189.7
1527-SXDPN,True,Male,False,True,True,52,True,True,Fiber optic,0,0,1,1,0,1,Two year,True,Bank transfer (automatic),96.25,4990.25
1530-ZTDOZ,False,Female,False,True,False,49,False,True,DSL,1,0,0,0,1,0,Month-to-month,False,Bank transfer (automatic),40.65,2070.75
1534-OULXE,False,Female,False,True,True,61,True,False,DSL,1,0,0,0,0,0,One year,True,Bank transfer (automatic),49.7,2961.4
1535-VTJOQ,False,Female,False,False,False,24,True,True,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.15,553.0
1536-HBSWP,False,Female,False,False,False,1,True,False,DSL,0,0,0,1,0,0,Month-to-month,True,Electronic check,49.9,49.9
1536-YHDOE,False,Male,False,True,True,17,True,True,DSL,1,0,0,1,0,0,One year,True,Mailed check,62.1,1096.65
1539-LNKHM,False,Female,False,False,False,12,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,266.6
1541-ETJZO,True,Male,False,False,False,1,True,True,DSL,0,0,1,1,0,0,Month-to-month,False,Mailed check,62.05,62.05
1543-LLLFT,False,Male,True,True,False,61,True,True,Fiber optic,0,1,1,1,1,0,One year,True,Mailed check,98.3,6066.55
1544-JJMYL,False,Male,False,False,False,27,True,False,DSL,1,0,1,1,1,0,One year,False,Credit card (automatic),69.35,1927.3
1545-ACTAS,False,Female,False,True,True,48,True,False,Fiber optic,1,0,1,0,1,1,One year,True,Bank transfer (automatic),99.7,4977.2
1545-JFUML,False,Male,False,True,False,71,True,True,Fiber optic,1,1,1,0,1,0,Two year,True,Electronic check,99.0,6994.6
1548-ARAGG,False,Female,False,True,True,4,True,True,DSL,0,1,0,1,0,0,Month-to-month,True,Mailed check,58.5,224.85
1548-FEHVL,False,Male,False,True,False,61,True,True,Fiber optic,1,1,0,0,1,1,Month-to-month,True,Electronic check,106.2,6375.2
1550-EENBN,False,Female,False,False,False,31,True,True,Fiber optic,1,1,0,0,1,1,Month-to-month,False,Electronic check,104.35,3205.6
1550-LOAHA,True,Female,False,True,False,32,True,False,Fiber optic,0,1,0,0,0,1,Month-to-month,False,Bank transfer (automatic),84.15,2585.95
1552-AAGRX,False,Female,False,False,False,30,True,True,Fiber optic,1,0,0,1,1,1,Month-to-month,False,Bank transfer (automatic),106.4,3211.9
1552-CZCLL,False,Female,False,True,True,55,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.0,1087.25
1552-TKMXS,False,Female,False,True,False,42,True,False,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.35,869.9
